,COMMERCIAL_TEAM,COMMERCIAL_COUNTRY_NAME,PERIOD,Commercial_SUBREGION_DESC,COMMERCIAL_DISTRICT_DESCRIPTION,NET_QTY,COMMERCIAL_DISTRICT,REGION_DESCRIPTION,COMMERCIAL_SALES_TERRITORY_CODE,CROP,SALES_TC_FXACT,COMMERCIAL_AREA_DESCRIPTION,COMMERCIAL_AREA_CODE,COMMERCIAL_TEAM_DESCRIPTION,SURCHARGE,GROSS_SALES,MATERIAL_NBR,REGION_CODE,COMPANY_CODE,BASE_SALES,DISCOUNT
4800,CT7,Italy,2022.02,ITALY,CD-Italy,1907.229191474897,CD-IT,EMEA,602.0,TOMATO,24190.276494600534,SOUTH EUROPE,CAW1,ITALY,4218.0815577409885,31266.691148307407,11202938.0,1,3515.0,27048.60959056642,7076.414653706874
4801,CT7,Italy,2021.03,ITALY,CD-Italy,520.8456777365566,CD-IT,EMEA,602.0,TOMATO,20501.48740210314,SOUTH EUROPE,CAW1,ITALY,3643.1772747546993,25163.203647293303,12804615.0,1,3515.0,21520.026372538603,4661.716245190163
4802,CT7,Italy,2022.01,ITALY,CD-Italy,192.5629264825676,CD-IT,EMEA,602.0,TOMATO,25259.822637984893,SOUTH EUROPE,CAW1,ITALY,2486.9739600874996,30632.333842442044,11747592.0,1,3515.0,28145.359882354544,5372.5112044571515
4803,CT7,Italy,2022.03,ITALY,CD-Italy,1075.029579777396,CD-IT,EMEA,602.0,TOMATO,27018.68905169574,SOUTH EUROPE,CAW1,ITALY,3069.4431938069815,32882.12328271855,12804615.0,1,3515.0,29812.680088911573,5863.434231022814
4804,CT7,Italy,2022.12,ITALY,CD-Italy,1338.351275251332,CD-IT,EMEA,602.0,TOMATO,17162.830740507965,SOUTH EUROPE,CAW1,ITALY,3291.985945819071,20738.194439189283,12804615.0,1,3515.0,17446.208493370214,3575.3636986813176
4805,CT7,Italy,2021.03,ITALY,CD-Italy,431.7167642813282,CD-IT,EMEA,602.0,TOMATO,19242.150920483888,SOUTH EUROPE,CAW1,ITALY,3205.633260526585,22259.445534977123,12804615.0,1,3515.0,19053.812274450538,3017.2946144932366
4806,CT7,Italy,2021.03,ITALY,CD-Italy,1466.58256104461,CD-IT,EMEA,602.0,TOMATO,27576.48687945008,SOUTH EUROPE,CAW1,ITALY,4840.0368208427835,32539.731662357306,12804615.0,1,3515.0,27699.694841514523,4963.244782907225
4807,CT7,Italy,2021.12,ITALY,CD-Italy,1143.004672400127,CD-IT,EMEA,602.0,TOMATO,27215.405042601757,SOUTH EUROPE,CAW1,ITALY,3871.870860950428,31032.284553384747,11202938.0,1,3515.0,27160.41369243432,3816.8795107829897
4808,CT7,Italy,2020.03,ITALY,CD-Italy,1183.194498427915,CD-IT,EMEA,602.0,TOMATO,23899.704079335366,SOUTH EUROPE,CAW1,ITALY,3974.6540925394684,27663.566079897133,11747592.0,1,3515.0,23688.911987357664,3763.862000561765
4809,CT7,Italy,2020.03,ITALY,CD-Italy,1311.726923558896,CD-IT,EMEA,602.0,TOMATO,16024.174431540594,SOUTH EUROPE,CAW1,ITALY,2774.9747443052897,19302.958870783586,10822099.0,1,3515.0,16527.984126478295,3278.7844392429924
4810,CT7,Italy,2021.01,ITALY,CD-Italy,771.1806424495178,CD-IT,EMEA,602.0,TOMATO,18392.729461930732,SOUTH EUROPE,CAW1,ITALY,2613.4711214489207,20872.547295610057,12804615.0,1,3515.0,18259.076174161135,2479.817833679323
4811,CT7,Italy,2020.02,ITALY,CD-Italy,888.2670516292415,CD-IT,EMEA,602.0,TOMATO,25014.778479658024,SOUTH EUROPE,CAW1,ITALY,4210.735748987678,28256.55496805482,12804615.0,1,3515.0,24045.819219067143,3241.776488396798
4812,CT7,Italy,2021.01,ITALY,CD-Italy,1746.957075015795,CD-IT,EMEA,602.0,TOMATO,15806.684286276455,SOUTH EUROPE,CAW1,ITALY,2176.7111642670943,17833.459196626307,12804615.0,1,3515.0,15656.748032359214,2026.7749103498518
4813,CT7,Italy,2020.03,ITALY,CD-Italy,851.6316075936725,CD-IT,EMEA,602.0,TOMATO,21519.36122572962,SOUTH EUROPE,CAW1,ITALY,2670.0245420078004,23483.776906224437,11747592.0,1,3515.0,20813.752364216638,1964.4156804948166
4814,CT7,Italy,2020.03,ITALY,CD-Italy,1361.794389810648,CD-IT,EMEA,602.0,TOMATO,18742.304032300257,SOUTH EUROPE,CAW1,ITALY,2372.460647891544,22710.55601925843,12804615.0,1,3515.0,20338.095371366886,3968.2519869581733
4815,CT7,Italy,2021.01,ITALY,CD-Italy,1304.435087814438,CD-IT,EMEA,602.0,TOMATO,14800.985730222053,SOUTH EUROPE,CAW1,ITALY,2963.418371104628,18783.096241637333,12804615.0,1,3515.0,15819.677870532705,3982.11051141528
4816,CT7,Italy,2020.03,ITALY,CD-Italy,2121.429748140943,CD-IT,EMEA,602.0,TOMATO,26106.138107067043,SOUTH EUROPE,CAW1,ITALY,5528.6630367635435,31132.09658928836,12804615.0,1,3515.0,25603.433552524817,5025.958482221319
4817,CT7,Italy,2021.02,ITALY,CD-Italy,1263.880263090469,CD-IT,EMEA,602.0,TOMATO,26531.2537888174,SOUTH EUROPE,CAW1,ITALY,5383.6147092631445,32649.414711048456,12804615.0,1,3515.0,27265.800001785312,6118.160922231055
4818,CT7,Italy,2020.02,ITALY,CD-Italy,1268.490907215963,CD-IT,EMEA,602.0,TOMATO,22491.950011968118,SOUTH EUROPE,CAW1,ITALY,2130.2024968227397,26994.1290864045,10822099.0,1,3515.0,24863.92658958176,4502.179074436381
4819,CT7,Italy,2020.02,ITALY,CD-Italy,803.7968379440371,CD-IT,EMEA,602.0,TOMATO,25061.89320633146,SOUTH EUROPE,CAW1,ITALY,4710.244672226762,32800.85496185454,11747592.0,1,3515.0,28090.610289627773,7738.961755523075
4820,CT7,Italy,2021.02,ITALY,CD-Italy,739.3569583674755,CD-IT,EMEA,602.0,TOMATO,11379.802005962216,SOUTH EUROPE,CAW1,ITALY,1998.0492638271098,13455.39726484269,11747592.0,1,3515.0,11457.34800101558,2075.5952588804744
4821,CT7,Italy,2022.01,ITALY,CD-Italy,1662.293835261584,CD-IT,EMEA,602.0,TOMATO,29553.18292289249,SOUTH EUROPE,CAW1,ITALY,4758.5678323086095,34081.08468696212,12804615.0,1,3515.0,29322.51685465351,4527.901764069626
4822,CT7,Italy,2022.01,ITALY,CD-Italy,378.9052753335776,CD-IT,EMEA,602.0,TOMATO,28303.682693804178,SOUTH EUROPE,CAW1,ITALY,4519.791291682442,34443.8861902614,11202938.0,1,3515.0,29924.094898578962,6140.203496457225
4823,CT7,Italy,2021.02,ITALY,CD-Italy,1086.759142491436,CD-IT,EMEA,602.0,TOMATO,22292.946775192246,SOUTH EUROPE,CAW1,ITALY,3653.5297543225106,23942.01306293159,10822099.0,1,3515.0,20288.48330860908,1649.0662877393427
4824,CT5,Spain,2021.02,IBERICA,CD-Spain,357.6025747643762,CD-ES,EMEA,649.0,TOMATO,16467.318682633453,SOUTH EUROPE,CAW1,IBERICA,3297.940642043376,19413.072247597767,10783560.0,1,3781.0,16115.13160555439,2945.753564964314
4825,CT5,Spain,2020.01,IBERICA,CD-Spain,533.120937455628,CD-ES,EMEA,649.0,TOMATO,14934.7561883042,SOUTH EUROPE,CAW1,IBERICA,2149.520430524386,17476.472734313276,10783560.0,1,3781.0,15326.952303788892,2541.7165460090755
4826,CT7,Italy,2021.02,ITALY,CD-Italy,920.6349271272054,CD-IT,EMEA,602.0,TOMATO,15413.369168994677,SOUTH EUROPE,CAW1,ITALY,2704.981606872285,18931.20838359125,12804615.0,1,3515.0,16226.226776718962,3517.839214596572
4827,CT7,Italy,2022.03,ITALY,CD-Italy,308.5888863780468,CD-IT,EMEA,602.0,TOMATO,28086.686711489034,SOUTH EUROPE,CAW1,ITALY,3998.9192725261355,32084.742832500586,12804615.0,1,3515.0,28085.82355997445,3998.0561210115525
4828,CT51,Poland,2020.03,EMEA GLASS,CD-Poland-Glass,594.6685838605852,CD-PL-GLAS,EMEA,667.0,TOMATO,13249.680651923263,NORTH EUROPE,CAW2,EMEA GLASS,2017.130940884061,15705.882885477818,10822099.0,1,3655.0,13688.751944593758,2456.202233554556
4829,CT51,Poland,2022.03,EMEA GLASS,CD-Poland-Glass,434.9133775001318,CD-PL-GLAS,EMEA,667.0,TOMATO,11752.61363964082,NORTH EUROPE,CAW2,EMEA GLASS,1562.863164938819,12932.584973397432,10822099.0,1,3655.0,11369.721808458613,1179.971333756611
4830,CT7,Italy,2020.04,ITALY,CD-Italy,710.0184525326722,CD-IT,EMEA,602.0,TOMATO,20261.307215729164,SOUTH EUROPE,CAW1,ITALY,3019.0904759042246,24116.538143774265,11747592.0,1,3515.0,21097.44766787004,3855.230928045102
4831,CT7,Italy,2020.01,ITALY,CD-Italy,160.1945847936552,CD-IT,EMEA,602.0,TOMATO,11860.884116040605,SOUTH EUROPE,CAW1,ITALY,1948.5788104031974,14188.06075149217,11747592.0,1,3515.0,12239.481941088972,2327.176635451565
4832,CT7,Italy,2022.01,ITALY,CD-Italy,489.8899073559523,CD-IT,EMEA,602.0,TOMATO,22484.364909309596,SOUTH EUROPE,CAW1,ITALY,4169.652567793075,25953.91235820968,10822099.0,1,3515.0,21784.259790416603,3469.547448900084
4833,CT7,Italy,2020.03,ITALY,CD-Italy,1200.747606985992,CD-IT,EMEA,602.0,TOMATO,25587.616730938105,SOUTH EUROPE,CAW1,ITALY,3818.723391824169,29653.063959674284,10804944.0,1,3515.0,25834.340567850115,4065.4472287361796
4834,CT7,Italy,2022.01,ITALY,CD-Italy,376.1069996272693,CD-IT,EMEA,602.0,TOMATO,16905.948021502274,SOUTH EUROPE,CAW1,ITALY,2549.970621246023,18984.489638303636,12804615.0,1,3515.0,16434.519017057613,2078.5416168013608
4835,CT7,Italy,2022.03,ITALY,CD-Italy,1221.898681164318,CD-IT,EMEA,602.0,TOMATO,9564.135001801209,SOUTH EUROPE,CAW1,ITALY,1721.8123643316487,12077.653867043338,12804615.0,1,3515.0,10355.84150271169,2513.51886524213
4836,CT7,Italy,2022.02,ITALY,CD-Italy,493.581572539245,CD-IT,EMEA,602.0,TOMATO,14841.407449375098,SOUTH EUROPE,CAW1,ITALY,2736.909449485049,18215.802637978526,10822099.0,1,3515.0,15478.893188493475,3374.3951886034283
4837,CT7,Italy,2022.02,ITALY,CD-Italy,550.1234671398354,CD-IT,EMEA,602.0,TOMATO,16424.607907552327,SOUTH EUROPE,CAW1,ITALY,2749.201207624288,17707.713570184118,11202938.0,1,3515.0,14958.512362559832,1283.1056626317898
4838,CT5,Spain,2022.01,IBERICA,CD-Spain,1413.92000720267,CD-ES,EMEA,649.0,TOMATO,27928.314689169358,SOUTH EUROPE,CAW1,IBERICA,3707.544459981929,31331.890403415196,10783560.0,1,3781.0,27624.34594343327,3403.5757142458397
4839,CT5,Spain,2021.02,IBERICA,CD-Spain,620.3932934728821,CD-ES,EMEA,649.0,TOMATO,23002.362771748863,SOUTH EUROPE,CAW1,IBERICA,3643.516921769488,27540.799165033808,10783560.0,1,3781.0,23897.28224326432,4538.436393284944
4840,CT5,Spain,2022.04,IBERICA,CD-Spain,1220.89628214665,CD-ES,EMEA,649.0,TOMATO,12247.296414897402,SOUTH EUROPE,CAW1,IBERICA,1272.5065260720241,14719.073974427569,10783560.0,1,3781.0,13446.567448355545,2471.7775595301673
4841,CT7,Italy,2020.03,ITALY,CD-Italy,496.4142203550916,CD-IT,EMEA,602.0,TOMATO,18161.41811087074,SOUTH EUROPE,CAW1,ITALY,2909.83345240945,20193.895527790428,11747592.0,1,3515.0,17284.062075380978,2032.477416919687
4842,CT7,Italy,2020.02,ITALY,CD-Italy,1269.475144919088,CD-IT,EMEA,602.0,TOMATO,11096.700570225366,SOUTH EUROPE,CAW1,ITALY,1733.3666883882563,13192.228541880662,10762028.0,1,3515.0,11458.861853492406,2095.527971655296
4843,CT7,Italy,2020.01,ITALY,CD-Italy,275.7009251855585,CD-IT,EMEA,602.0,TOMATO,11789.949832879141,SOUTH EUROPE,CAW1,ITALY,2803.4640441709757,15676.547113243972,11747592.0,1,3515.0,12873.083069072996,3886.5972803648315
4844,CT7,Italy,2021.03,ITALY,CD-Italy,318.0512358993877,CD-IT,EMEA,602.0,TOMATO,17194.699556255437,SOUTH EUROPE,CAW1,ITALY,2583.197355701851,19416.22064245826,12804615.0,1,3515.0,16833.02328675641,2221.5210862028216
4845,CT7,Italy,2020.03,ITALY,CD-Italy,1528.697093785672,CD-IT,EMEA,602.0,TOMATO,26851.868023281408,SOUTH EUROPE,CAW1,ITALY,3849.829136042581,29576.56240556785,11202938.0,1,3515.0,25726.73326952527,2724.6943822864428
4846,CT7,Italy,2021.02,ITALY,CD-Italy,865.140533336328,CD-IT,EMEA,602.0,TOMATO,16886.635944474554,SOUTH EUROPE,CAW1,ITALY,2528.7268024188593,20647.32462477114,12804615.0,1,3515.0,18118.59782235228,3760.6886802965873
4847,CT5,Spain,2022.04,IBERICA,CD-Spain,74.53691474140783,CD-ES,EMEA,649.0,TOMATO,12615.913935371442,SOUTH EUROPE,CAW1,IBERICA,1771.0111637060957,14017.778782777827,10783560.0,1,3781.0,12246.76761907173,1401.8648474063841
4848,CT7,Italy,2022.02,ITALY,CD-Italy,1824.193569910394,CD-IT,EMEA,602.0,TOMATO,15073.477845980973,SOUTH EUROPE,CAW1,ITALY,2900.4134613135675,18478.578056585335,10822099.0,1,3515.0,15578.164595271768,3405.100210604362
4849,CT5,Spain,2021.11,IBERICA,CD-Spain,1288.394932505808,CD-ES,EMEA,649.0,TOMATO,11522.073694666668,SOUTH EUROPE,CAW1,IBERICA,2009.472013295201,13685.23055304841,10783560.0,1,3781.0,11675.75853975321,2163.156858381743
4850,CT5,Spain,2022.01,IBERICA,CD-Spain,1164.89554461725,CD-ES,EMEA,649.0,TOMATO,9887.588714198197,SOUTH EUROPE,CAW1,IBERICA,1447.0247682776912,11854.983872742,10783560.0,1,3781.0,10407.959104464308,1967.3951585438022
4851,CT5,Spain,2022.03,IBERICA,CD-Spain,3.551786775616591,CD-ES,EMEA,649.0,TOMATO,10188.007586944557,SOUTH EUROPE,CAW1,IBERICA,1690.1520274506531,12606.044654752026,10783560.0,1,3781.0,10915.892627301373,2418.0370678074682
4852,CT5,Spain,2022.03,IBERICA,CD-Spain,1638.899597403987,CD-ES,EMEA,649.0,TOMATO,25944.452157796837,SOUTH EUROPE,CAW1,IBERICA,4273.625588219267,30354.609659613707,10783560.0,1,3781.0,26080.98407139444,4410.15750181687
4853,CT5,Spain,2022.02,IBERICA,CD-Spain,1970.72331713714,CD-ES,EMEA,649.0,TOMATO,25504.784853974226,SOUTH EUROPE,CAW1,IBERICA,3985.976993435586,29546.934132087295,10783560.0,1,3781.0,25560.95713865171,4042.1492781130673
4854,CT56,Slovakia,2022.09,CENTRAL EUROPE & BALKANS,CD-Slovakia,719.0374257656752,CD-SK,EMEA,634.0,TOMATO,15375.970494956704,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,1899.3047560421007,17033.951060823092,12320482.0,1,3605.0,15134.64630478099,1657.9805658663877
4855,CT5,Spain,2020.03,IBERICA,CD-Spain,1581.186329521381,CD-ES,EMEA,649.0,TOMATO,29253.8227343381,SOUTH EUROPE,CAW1,IBERICA,6291.629330825291,35989.55070188226,11637936.0,1,3781.0,29697.92137105697,6735.727967544162
4856,CT7,Italy,2021.01,ITALY,CD-Italy,533.8162407404623,CD-IT,EMEA,602.0,TOMATO,26805.199733531612,SOUTH EUROPE,CAW1,ITALY,4439.3799416004,31548.953595409814,11637936.0,1,3515.0,27109.573653809413,4743.753861878202
4857,CT7,Italy,2020.01,ITALY,CD-Italy,998.2435867439602,CD-IT,EMEA,602.0,TOMATO,13965.51061116339,SOUTH EUROPE,CAW1,ITALY,2409.2853973588535,16092.074021133183,11637936.0,1,3515.0,13682.78862377433,2126.563409969792
4858,CT7,Italy,2020.03,ITALY,CD-Italy,1016.936432127667,CD-IT,EMEA,602.0,TOMATO,15704.286305506488,SOUTH EUROPE,CAW1,ITALY,2158.5168248020905,17873.90254632226,11637936.0,1,3515.0,15715.385721520172,2169.6162408157725
4859,CT7,Italy,2020.12,ITALY,CD-Italy,120.294750373933,CD-IT,EMEA,602.0,TOMATO,24398.31987604649,SOUTH EUROPE,CAW1,ITALY,5132.557074627448,29166.123781265764,11637936.0,1,3515.0,24033.566706638314,4767.803905219273
4860,CT7,Italy,2022.03,ITALY,CD-Italy,439.239527489855,CD-IT,EMEA,602.0,TOMATO,25269.96193238156,SOUTH EUROPE,CAW1,ITALY,3177.120676618044,32448.618137156776,11637936.0,1,3515.0,29271.497460538732,7178.656204775216
4861,CT7,Italy,2021.04,ITALY,CD-Italy,764.5265695573783,CD-IT,EMEA,602.0,TOMATO,27027.31752182726,SOUTH EUROPE,CAW1,ITALY,3350.8537522786414,33069.88105997397,11637936.0,1,3515.0,29719.027307695334,6042.563538146713
4862,CT7,Italy,2022.02,ITALY,CD-Italy,408.2008631141189,CD-IT,EMEA,602.0,TOMATO,23388.09373610641,SOUTH EUROPE,CAW1,ITALY,3230.1929215985815,26930.582083950132,11637936.0,1,3515.0,23700.389162351552,3542.4883478437237
4863,CT7,Italy,2022.01,ITALY,CD-Italy,1377.898889818458,CD-IT,EMEA,602.0,TOMATO,22168.05593699748,SOUTH EUROPE,CAW1,ITALY,2818.908048336409,29260.36593714911,11637936.0,1,3515.0,26441.4578888127,7092.3100001516295
4864,CT7,Italy,2022.02,ITALY,CD-Italy,1015.811092182035,CD-IT,EMEA,602.0,TOMATO,21767.207123027336,SOUTH EUROPE,CAW1,ITALY,3711.8072542765544,26498.253509749153,11637936.0,1,3515.0,22786.446255472598,4731.046386721817
4865,CT7,Italy,2022.06,ITALY,CD-Italy,2016.451796927803,CD-IT,EMEA,602.0,TOMATO,14592.908849133904,SOUTH EUROPE,CAW1,ITALY,2751.3911587480834,16576.735622461227,11637936.0,1,3515.0,13825.344463713143,1983.8267733273217
4866,CT7,Italy,2022.01,ITALY,CD-Italy,1227.068295275029,CD-IT,EMEA,602.0,TOMATO,14845.531823797055,SOUTH EUROPE,CAW1,ITALY,2497.714692944692,17294.582353424463,11637936.0,1,3515.0,14796.867660479771,2449.0505296274073
4867,CT7,Italy,2021.03,ITALY,CD-Italy,268.8189469867041,CD-IT,EMEA,602.0,TOMATO,13184.82644921662,SOUTH EUROPE,CAW1,ITALY,1610.391761631824,16441.9307571067,11637936.0,1,3515.0,14831.538995474875,3257.1043078900793
4868,CT7,Italy,2021.02,ITALY,CD-Italy,627.297564082091,CD-IT,EMEA,602.0,TOMATO,18001.256346779384,SOUTH EUROPE,CAW1,ITALY,2478.28435023676,20380.21054929247,11637936.0,1,3515.0,17901.92619905571,2378.9542025130863
4869,CT7,Italy,2022.01,ITALY,CD-Italy,1788.009734279704,CD-IT,EMEA,602.0,TOMATO,22840.801990479307,SOUTH EUROPE,CAW1,ITALY,4073.0411368708315,29000.919320368004,11637936.0,1,3515.0,24927.878183497174,6160.117329888696
4870,CT51,Netherlands,2022.1,EMEA GLASS,CD-Netherlands-Glass,1932.793133675911,CD-NL-GLAS,EMEA,663.0,TOMATO,13777.522829363206,NORTH EUROPE,CAW2,EMEA GLASS,2927.9758976808625,17058.584107740557,11188874.0,1,3605.0,14130.608210059694,3281.0612783773504
4871,CT51,Netherlands,2020.11,EMEA GLASS,CD-Netherlands-Glass,759.7118777174258,CD-NL-GLAS,EMEA,663.0,TOMATO,26263.687967886046,NORTH EUROPE,CAW2,EMEA GLASS,3577.0672405108926,30635.78229359703,11188874.0,1,3605.0,27058.715053086136,4372.094325710983
4872,CT51,France,2021.1,EMEA GLASS,CD-France-Glass,318.9015207285578,CD-FR-GLAS,EMEA,664.0,TOMATO,10800.458623838782,NORTH EUROPE,CAW2,EMEA GLASS,1559.4155750649952,12586.04801894576,11637936.0,1,3354.0,11026.632443880764,1785.5893951069777
4873,CT51,France,2021.09,EMEA GLASS,CD-France-Glass,1386.89087471187,CD-FR-GLAS,EMEA,664.0,TOMATO,14448.371679604588,NORTH EUROPE,CAW2,EMEA GLASS,1927.7134993751336,16822.868341470345,11637936.0,1,3354.0,14895.15484209521,2374.4966618657554
4874,CT51,France,2021.09,EMEA GLASS,CD-France-Glass,1500.9246346498,CD-FR-GLAS,EMEA,664.0,TOMATO,13432.87144674531,NORTH EUROPE,CAW2,EMEA GLASS,2420.3431044088943,16869.994370472057,11637936.0,1,3354.0,14449.651266063162,3437.122923726747
4875,CT51,France,2021.09,EMEA GLASS,CD-France-Glass,1152.751726255967,CD-FR-GLAS,EMEA,664.0,TOMATO,15468.636899018513,NORTH EUROPE,CAW2,EMEA GLASS,2704.2566950779665,17933.321798542183,11637936.0,1,3354.0,15229.065103464218,2464.684899523671
4876,CT51,France,2022.09,EMEA GLASS,CD-France-Glass,1006.997431003982,CD-FR-GLAS,EMEA,664.0,TOMATO,14037.595776216369,NORTH EUROPE,CAW2,EMEA GLASS,1782.1091077979986,15649.097605732326,11637936.0,1,3354.0,13866.988497934328,1611.5018295159578
4877,CT51,France,2022.09,EMEA GLASS,CD-France-Glass,1113.300569326201,CD-FR-GLAS,EMEA,664.0,TOMATO,21691.20902561431,NORTH EUROPE,CAW2,EMEA GLASS,1223.9281145628597,24612.651352528817,11637936.0,1,3354.0,23388.723237965958,2921.4423269145086
4878,CT51,France,2020.09,EMEA GLASS,CD-France-Glass,498.4349714517409,CD-FR-GLAS,EMEA,664.0,TOMATO,14885.352148654081,NORTH EUROPE,CAW2,EMEA GLASS,1975.601117426497,18001.045990391012,11637936.0,1,3354.0,16025.444872964516,3115.693841736931
4879,CT51,France,2020.09,EMEA GLASS,CD-France-Glass,928.3060843265491,CD-FR-GLAS,EMEA,664.0,TOMATO,24069.55281772795,NORTH EUROPE,CAW2,EMEA GLASS,3916.3818879502774,28048.517442434877,11637936.0,1,3354.0,24132.1355544846,3978.964624706927
4880,CT51,France,2020.1,EMEA GLASS,CD-France-Glass,220.5782128262995,CD-FR-GLAS,EMEA,664.0,TOMATO,21200.25588333571,NORTH EUROPE,CAW2,EMEA GLASS,4019.42316687009,25360.759841607534,11637936.0,1,3354.0,21341.336674737446,4160.5039582718255
4881,CT51,France,2020.12,EMEA GLASS,CD-France-Glass,1447.939969809751,CD-FR-GLAS,EMEA,664.0,TOMATO,19573.538411125533,NORTH EUROPE,CAW2,EMEA GLASS,3635.7476762516394,23429.06060680838,11637936.0,1,3354.0,19793.31293055674,3855.522195682847
4882,CT51,Sweden,2022.01,EMEA GLASS,CD-Sweden-Glass,224.9979154869927,CD-SE-GLAS,EMEA,666.0,TOMATO,23926.422913304057,NORTH EUROPE,CAW2,EMEA GLASS,3668.1987065864405,28100.73555653753,12319713.0,1,3605.0,24432.536849951088,4174.312643233474
4883,CT51,United Kingdom,2022.09,EMEA GLASS,CD-United Kingdom-Glass,2182.181287928162,CD-GB-GLAS,EMEA,668.0,TOMATO,19883.13817906341,NORTH EUROPE,CAW2,EMEA GLASS,2617.844840483851,23996.370986897906,11188874.0,1,3939.0,21378.526146414057,4113.232807834496
4884,CT56,Russian Fed.,2020.07,RUSSIA & UKRAINE,CD-Russian Fed.,1801.236416053289,CD-RU,EMEA,684.0,TOMATO,26471.50293892316,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,4991.1619942726675,34591.85351962626,12320482.0,1,3605.0,29600.691525353595,8120.3505807031
4885,CT56,Russian Fed.,2020.03,RUSSIA & UKRAINE,CD-Russian Fed.,102.1638678105857,CD-RU,EMEA,684.0,TOMATO,12732.640591237836,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE&ISRAEL,1992.8434804565932,14188.18350318595,12319713.0,1,3605.0,12195.340022729357,1455.5429119481148
4886,CT7,Italy,2020.1,ITALY,CD-Italy,1086.736729783119,CD-IT,EMEA,602.0,TOMATO,14885.018096585642,SOUTH EUROPE,CAW1,ITALY,1586.4025852546763,18040.98172089495,11637936.0,1,3515.0,16454.579135640273,3155.963624309308
4887,CT56,Russian Fed.,2021.05,RUSSIA & UKRAINE,CD-Russian Fed.,942.2683997385752,CD-RU,EMEA,684.0,TOMATO,22816.375016094153,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,4127.678109051948,25695.576144758106,12320482.0,1,3605.0,21567.89803570616,2879.201128663953
4888,CT56,Russian Fed.,2022.04,RUSSIA & UKRAINE,CD-Russian Fed.,41.3398154105023,CD-RU,EMEA,684.0,TOMATO,28106.0813248422,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,3231.5920419034155,31514.317421045223,12319713.0,1,3605.0,28282.725379141808,3408.236096203025
4889,CT51,Sweden,2021.11,EMEA GLASS,CD-Sweden-Glass,1060.240124412164,CD-SE-GLAS,EMEA,666.0,TOMATO,20635.15512950896,NORTH EUROPE,CAW2,EMEA GLASS,2971.505423592565,23052.624092659727,11188874.0,1,3605.0,20081.118669067164,2417.4689631507667
4890,CT59,Iran,2022.06,IRAN,CD-Iran,1829.726572951501,CD-IR,EMEA,688.0,EGGPLANT,21669.242604624887,"E-EUROPE, AFRICA & IRAN",CAE1,IRAN,3622.338312008814,24888.044379503342,11627445.0,1,3605.0,21265.706067494528,3218.801774878455
4891,CT59,Iran,2020.02,IRAN,CD-Iran,1442.402682691988,CD-IR,EMEA,688.0,EGGPLANT,28350.838821106678,"E-EUROPE, AFRICA & IRAN",CAE1,IRAN,5176.502284175647,34644.68655227224,12528377.0,1,3605.0,29468.18426809659,6293.84773116556
4892,CT7,Italy,2020.02,ITALY,CD-Italy,9.199119517613553,CD-IT,EMEA,602.0,EGGPLANT,11401.087587428414,SOUTH EUROPE,CAW1,ITALY,1199.8043722775983,13673.888899211563,11641422.0,1,3515.0,12474.084526933964,2272.8013117831492
4893,CT7,Italy,2020.03,ITALY,CD-Italy,53.68015937152359,CD-IT,EMEA,602.0,EGGPLANT,16029.322965366922,SOUTH EUROPE,CAW1,ITALY,2061.5862264670654,17803.208450926606,11627483.0,1,3515.0,15741.622224459541,1773.8854855596846
4894,CT7,Italy,2021.1,ITALY,CD-Italy,1848.611976687811,CD-IT,EMEA,602.0,EGGPLANT,14303.790278545868,SOUTH EUROPE,CAW1,ITALY,2319.1368574881303,17292.944304374087,11627483.0,1,3515.0,14973.807446885956,2989.1540258282193
4895,CT7,Italy,2021.03,ITALY,CD-Italy,1064.076574914477,CD-IT,EMEA,602.0,EGGPLANT,13023.682607219005,SOUTH EUROPE,CAW1,ITALY,2461.4681755918764,16033.696855726655,11627483.0,1,3515.0,13572.22868013478,3010.01424850765
4896,CT7,Italy,2020.01,ITALY,CD-Italy,1357.056390873134,CD-IT,EMEA,602.0,EGGPLANT,24257.956159902664,SOUTH EUROPE,CAW1,ITALY,4807.198464362201,28574.826374023687,11641422.0,1,3515.0,23767.627909661485,4316.870214121022
4897,CT7,Italy,2022.01,ITALY,CD-Italy,913.3116193082611,CD-IT,EMEA,602.0,EGGPLANT,24209.536734381087,SOUTH EUROPE,CAW1,ITALY,3243.755944758871,28878.349339448836,11641422.0,1,3515.0,25634.593394689964,4668.812605067747
4898,CT7,Italy,2022.02,ITALY,CD-Italy,615.5850617375881,CD-IT,EMEA,602.0,EGGPLANT,27355.79741629363,SOUTH EUROPE,CAW1,ITALY,4994.2534157098435,33056.59359404718,11641422.0,1,3515.0,28062.340178337337,5700.796177753554
4899,CT7,Italy,2021.01,ITALY,CD-Italy,1574.060958435126,CD-IT,EMEA,602.0,EGGPLANT,28831.468913013705,SOUTH EUROPE,CAW1,ITALY,3861.2515032504148,31631.893226509033,11641422.0,1,3515.0,27770.641723258617,2800.4243134953294
